bank_name,eibor_rate,eibor_type,variable_rate_addition,minimum_rate,fixed_until,fixed_rate,follow_on_rate,follow_on_rate_type,type_of_mortgage,interest_rate,interest_rate_type,type_of_account,life_insurance,property_insurance,property_insurance_payment_period,home_valuation_fee,overpayment_fee,additional_information,buyout_processing_fee,maximum_length_of_mortgage,type_of_employment,type_of_transaction,citizen_state,expiry_date,pre_approval_fee,early_settlement_fee,loan_to_value_ratio,loan_to_value_threshold,life_insurance_payment_period,minimum_mortgage_processing_fee,mortgage_processing_fee,mortgage_contract_months,monthly_payment,mortgage_processing_fee_as_amount,is_exclusive,status_type,description,created_at,updated_at,customer_segments,has_fee_financing,includes_agency_fees,includes_government_fees
Standard Chartered Bank,4.236,EIBOR 3 MONTH,1.1,2.75,1,4.84,5.336,variable_addition,ISLAMIC,4.84,fixed,NSTL,0.0,0.0,annually,2625.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years","Key Points:
(1) Life Insurance - Optional
(2) Follow on rates are based on SCBLR - SCBLR internal rate is used in lieu of EIBOR",0.0,25,SALARY,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years",0.0,,monthly,0.0,0.26,1,,,False,1,,2025-06-30T10:03:57,2025-06-30T10:03:57,"[{'type_of_account': 'NSTL', 'profile': 'Saadiq One', 'description': None}]",False,False,False
Standard Chartered Bank,4.236,EIBOR 3 MONTH,1.1,2.75,1,4.84,5.336,variable_addition,ISLAMIC,4.84,fixed,NSTL,0.0,0.0,annually,2625.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years","Key Points:
(1) Life Insurance - Optional
(2) Follow on rates are based on SCBLR - SCBLR internal rate is used in lieu of EIBOR",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years",0.0,,monthly,0.0,0.26,1,,,False,1,,2025-06-30T10:03:57,2025-06-30T10:03:57,"[{'type_of_account': 'NSTL', 'profile': 'Saadiq One', 'description': None}]",False,False,False
Standard Chartered Bank,4.236,EIBOR 3 MONTH,1.1,2.75,1,4.84,5.336,variable_addition,ISLAMIC,4.84,fixed,NSTL,0.0,0.0,annually,2625.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years","Key Points:
(1) Life Insurance - Optional
(2) Follow on rates are based on SCBLR - SCBLR internal rate is used in lieu of EIBOR",0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years",0.0,,monthly,0.0,0.0,1,,,False,1,,2025-06-30T10:03:57,2025-06-30T10:03:57,"[{'type_of_account': 'NSTL', 'profile': 'Saadiq One', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.99,2.99,5,4.85,6.226,variable_addition,ISLAMIC,4.85,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,5,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Standard Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.99,2.99,5,4.85,6.226,variable_addition,ISLAMIC,4.85,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,5,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Standard Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.99,2.99,5,4.85,6.226,variable_addition,ISLAMIC,4.85,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,5,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Standard Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.99,2.99,3,4.85,6.226,variable_addition,CONVENTIONAL,4.85,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) No salary transfer is required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,3,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Standard Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.99,2.99,3,4.85,6.226,variable_addition,CONVENTIONAL,4.85,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) No salary transfer is required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,3,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Standard Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.99,2.99,3,4.85,6.226,variable_addition,CONVENTIONAL,4.85,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) No salary transfer is required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,BUYOUT + EQUITY,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Standard Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.99,2.99,3,4.85,6.226,variable_addition,ISLAMIC,4.85,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) No salary transfer is required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,3,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Standard Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.99,2.99,3,4.85,6.226,variable_addition,ISLAMIC,4.85,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) No salary transfer is required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,BUYOUT + EQUITY,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Standard Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.99,2.99,3,4.85,6.226,variable_addition,ISLAMIC,4.85,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) No salary transfer is required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,3,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Standard Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.99,2.99,5,4.85,6.226,variable_addition,CONVENTIONAL,4.85,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,5,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Standard Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.99,2.99,5,4.85,6.226,variable_addition,CONVENTIONAL,4.85,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,5,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Standard Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.99,2.99,5,4.85,6.226,variable_addition,CONVENTIONAL,4.85,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,5,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Standard Offer', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.29,0.0,2,4.89,5.526,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,2,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.29,0.0,2,4.89,5.526,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,2,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.29,0.0,2,4.89,5.526,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SALARY,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,2,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.29,0.0,2,4.89,5.526,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SALARY,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,2,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.29,0.0,2,4.89,5.526,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,2,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.29,0.0,2,4.89,5.526,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,2,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.29,0.0,2,4.89,5.526,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,2,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.29,0.0,2,4.89,5.526,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,2,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Personal Banking
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Personal Banking', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Personal Banking
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Personal Banking', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Personal Banking
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Personal Banking', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Non Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,NON RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Non Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,NON RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Non Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,NON RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Non Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,NON RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Non Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SALARY,PRIMARY PURCHASE,NON RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Non Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,NON RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Non Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SALARY,CASH OUT PROPERTY,NON RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Non Resident - Private & Premier
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SALARY,BUYOUT + EQUITY,NON RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Private & Premier', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.29,0.0,2,4.89,5.526,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Advance
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,2,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Advance', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.29,0.0,2,4.89,5.526,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Advance
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,2,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Advance', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Personal Banking
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Personal Banking', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Personal Banking
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Personal Banking', 'description': None}]",False,False,False
HSBC,4.236,EIBOR 3 MONTH,1.69,0.0,3,4.89,5.926,variable_addition,CONVENTIONAL,4.89,fixed,NSTL,0.0,0.035,annually,2625.0,Up to 25% every year,"Key Points:
(1) Resident - Personal Banking
(2) Life Insurance and Property Insurance - are mandatory requirements. The cost would depend on number of factors. The quotes can be retrieved from the provider.",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,3,,,False,1,,2024-11-18T13:56:13,2024-11-18T13:56:13,"[{'type_of_account': 'NSTL', 'profile': 'Personal Banking', 'description': None}]",False,False,False
